#2th	#Int
10.481	785.95652
10.482	779.89286
10.483	794.04000
10.484	790.28571
10.485	791.14000
10.486	786.27778
10.487	792.85714
10.488	784.96154
10.489	800.10000
10.490	790.54000
10.491	786.14286
10.492	789.41935
10.493	796.79167
10.494	793.81579
10.495	785.66667
10.496	794.00000
10.497	787.61111
10.498	786.76000
10.499	784.72222
10.500	792.18750
10.501	797.70000
10.502	794.50000
10.503	798.54348
10.504	789.93750
10.505	786.98148
10.506	794.71875
10.507	804.26923
10.508	798.31818
10.509	795.70000
10.510	800.03704
10.511	801.44737
10.512	797.09091
10.513	811.33333
10.514	801.04000
10.515	799.87500
10.516	811.73529
10.517	809.27273
10.518	805.45652
10.519	798.50000
10.520	818.50000
10.521	804.56897
10.522	808.06250
10.523	821.84000
10.524	811.81250
10.525	819.14000
10.526	806.15625
10.527	814.47368
10.528	808.38889
10.529	822.00000
10.530	817.79630
10.531	832.45238
10.532	823.70000
10.533	814.83333
10.534	823.10000
10.535	822.75000
10.536	824.07895
10.537	820.85000
10.538	838.83333
10.539	825.13889
10.540	833.83333
10.541	833.79630
10.542	832.90000
10.543	840.28000
10.544	840.42857
10.545	839.04000
10.546	843.09375
10.547	859.21429
10.548	839.31250
10.549	844.50000
10.550	852.88710
10.551	862.83333
10.552	857.59091
10.553	873.42857
10.554	872.73913
10.555	853.83333
10.556	867.73913
10.557	869.30556
10.558	884.07143
10.559	878.62500
10.560	889.80769
10.561	894.34091
10.562	874.70000
10.563	889.98148
10.564	884.54167
10.565	907.68000
10.566	910.05556
10.567	925.92105
10.568	903.46875
10.569	913.20588
10.570	925.34091
10.571	922.93333
10.572	935.73077
10.573	956.85000
10.574	945.43478
10.575	938.21429
10.576	958.80435
10.577	962.57143
10.578	970.04348
10.579	980.35000
10.580	987.09091
10.581	973.15385
10.582	996.20000
10.583	1012.72000
10.584	1020.29167
10.585	1021.82759
10.586	1038.25000
10.587	1046.00000
10.588	1050.13889
10.589	1080.47059
10.590	1066.75000
10.591	1089.23810
10.592	1110.92500
10.593	1137.60000
10.594	1133.36000
10.595	1137.58333
10.596	1181.78571
10.597	1187.56250
10.598	1204.11111
10.599	1235.12500
10.600	1262.50000
10.601	1270.58333
10.602	1326.25000
10.603	1321.58000
10.604	1320.79167
10.605	1370.32759
10.606	1394.60714
10.607	1422.89130
10.608	1430.32143
10.609	1479.80000
10.610	1477.79545
10.611	1513.39130
10.612	1522.55556
10.613	1562.15000
10.614	1551.60345
10.615	1567.06250
10.616	1610.45652
10.617	1607.93750
10.618	1608.14000
10.619	1614.12500
10.620	1652.18421
10.621	1651.62500
10.622	1675.37500
10.623	1647.18519
10.624	1661.87500
10.625	1664.42593
10.626	1661.85714
10.627	1653.84000
10.628	1643.70833
10.629	1644.11765
10.630	1650.97727
10.631	1620.92105
10.632	1610.60000
10.633	1585.25000
10.634	1599.72414
10.635	1614.00000
10.636	1554.88000
10.637	1568.95833
10.638	1522.16000
10.639	1507.91667
10.640	1496.35714
10.641	1494.06250
10.642	1483.43750
10.643	1449.50000
10.644	1464.87500
10.645	1424.62069
10.646	1415.60714
10.647	1395.23913
10.648	1394.78571
10.649	1369.92857
10.650	1361.77778
10.651	1356.10526
10.652	1334.47500
10.653	1330.64706
10.654	1326.52500
10.655	1313.75000
10.656	1296.10000
10.657	1286.62500
10.658	1278.64000
10.659	1272.72222
10.660	1258.28947
10.661	1271.66667
10.662	1243.10000
10.663	1240.14815
10.664	1232.85000
10.665	1223.62903
10.666	1225.65000
10.667	1213.77778
10.668	1224.50000
10.669	1200.59524
10.670	1190.56250
10.671	1184.69565
10.672	1181.07500
10.673	1187.31818
10.674	1178.69231
10.675	1161.40000
10.676	1172.73913
10.677	1155.75000
10.678	1145.98276
10.679	1143.85714
10.680	1155.11905
10.681	1139.58333
10.682	1141.22727
10.683	1130.08333
10.684	1135.38235
10.685	1122.79167
10.686	1121.30000
10.687	1121.46296
10.688	1098.75000
10.689	1115.97059
10.690	1102.52778
10.691	1105.02000
10.692	1099.59375
10.693	1108.53333
10.694	1094.92308
10.695	1089.18750
10.696	1092.54348
10.697	1089.21429
10.698	1075.64815
10.699	1081.35714
10.700	1082.88000
10.701	1080.82143
10.702	1084.00000
10.703	1082.00000
10.704	1063.89474
10.705	1054.40909
10.706	1058.30000
10.707	1068.13793
10.708	1061.20833
10.709	1079.10526
10.710	1062.44444
10.711	1053.78261
10.712	1050.94444
10.713	1052.71429
10.714	1053.75000
10.715	1047.50000
10.716	1061.55556
10.717	1039.95000
10.718	1050.70370
10.719	1044.03571
10.720	1042.02000
10.721	1045.46429
10.722	1043.50000
10.723	1049.73077
10.724	1031.46667
10.725	1041.97917
10.726	1035.13333
10.727	1026.28846
10.728	1045.85000
10.729	1041.89130
10.730	1022.85714
10.731	1035.78261
10.732	1036.08333
10.733	1025.57143
10.734	1019.83333
10.735	1048.06250
10.736	1028.74074
10.737	1024.20000
10.738	1032.61111
10.739	1032.31250
10.740	1018.04348
10.741	1024.65625
10.742	1034.64706
10.743	1026.83333
10.744	1024.63333
10.745	1023.98077
10.746	1016.08824
10.747	1024.47727
10.748	1041.12500
10.749	1020.38095
10.750	1029.14286
10.751	1017.10870
10.752	1014.41667
10.753	1013.26190
10.754	1023.02778
10.755	1039.90000
10.756	1021.06000
10.757	1020.30000
10.758	1020.45603
10.759	1021.94143
10.760	1018.71900
10.761	1030.72321
10.762	1037.23684
10.763	1024.31250
10.764	1020.33333
10.765	1002.35000
10.766	1009.50000
10.767	1019.61364
10.768	1030.87500
10.769	1040.69048
10.770	1022.00000
10.771	1027.97160
10.772	1023.28875
10.773	1029.91957
10.774	1025.39944
10.775	1044.12500
10.776	1031.40000
10.777	1034.33333
10.778	1012.46296
10.779	1021.82143
10.780	1029.46552
10.781	1031.62500
10.782	1039.80000
10.783	1036.83333
10.784	1037.09152
10.785	1029.01306
10.786	1036.59605
10.787	1041.93229
10.788	1030.25000
10.789	1043.35714
10.790	1050.93750
10.791	1037.78261
10.792	1047.09375
10.793	1045.79630
10.794	1039.21875
10.795	1037.83333
10.796	1055.20370
10.797	1048.30000
10.798	1055.53704
10.799	1060.46429
10.800	1055.48387
10.801	1055.00000
10.802	1062.80000
10.803	1062.65000
10.804	1055.68421
10.805	1058.15000
10.806	1053.00000
10.807	1071.20000
10.808	1070.62500
10.809	1072.56000
10.810	1061.41667
10.811	1057.34783
10.812	1063.80556
10.813	1073.18519
10.814	1090.35714
10.815	1087.00000
10.816	1076.03448
10.817	1065.50000
10.818	1081.37037
10.819	1093.52632
10.820	1095.34615
10.821	1100.85000
10.822	1105.28571
10.823	1106.82143
10.824	1110.60526
10.825	1101.50000
10.826	1120.78261
10.827	1128.12500
10.828	1106.00000
10.829	1135.07407
10.830	1136.80000
10.831	1145.50000
10.832	1133.83333
10.833	1145.53704
10.834	1136.21429
10.835	1166.69231
10.836	1167.47727
10.837	1176.50000
10.838	1172.20968
10.839	1177.40476
10.840	1183.85000
10.841	1193.50000
10.842	1204.02632
10.843	1201.85714
10.844	1230.21429
10.845	1220.81818
10.846	1235.14286
10.847	1236.55000
10.848	1261.25000
10.849	1258.58696
10.850	1276.25000
10.851	1289.37037
10.852	1296.64286
10.853	1308.03704
10.854	1335.71875
10.855	1323.42308
10.856	1340.80000
10.857	1359.38235
10.858	1386.54545
10.859	1404.86842
10.860	1411.90909
10.861	1439.62500
10.862	1442.63158
10.863	1471.32143
10.864	1491.74000
10.865	1494.15625
10.866	1532.44000
10.867	1554.15000
10.868	1573.75000
10.869	1578.08000
10.870	1620.00000
10.871	1622.53704
10.872	1639.89286
10.873	1662.72414
10.874	1695.50000
10.875	1713.72222
10.876	1713.70833
10.877	1741.31579
10.878	1749.17500
10.879	1766.40476
10.880	1761.18182
10.881	1790.55000
10.882	1826.33333
10.883	1815.64286
10.884	1820.54348
10.885	1805.44444
10.886	1830.18519
10.887	1836.53125
10.888	1879.33333
10.889	1841.87037
10.890	1824.75000
10.891	1836.62000
10.892	1815.21429
10.893	1819.62903
10.894	1824.37500
10.895	1807.11538
10.896	1835.18182
10.897	1790.13333
10.898	1776.34091
10.899	1767.55556
10.900	1760.16667
10.901	1766.18750
10.902	1729.06522
10.903	1714.50000
10.904	1705.19565
10.905	1686.36111
10.906	1650.92593
10.907	1651.46875
10.908	1652.62500
10.909	1618.50000
10.910	1606.37500
10.911	1591.00000
10.912	1563.58696
10.913	1533.81818
10.914	1544.45833
10.915	1530.60526
10.916	1510.25000
10.917	1480.23333
10.918	1478.68750
10.919	1460.68000
10.920	1446.97222
10.921	1458.60000
10.922	1416.80435
10.923	1396.40000
10.924	1407.36957
10.925	1377.40000
10.926	1381.54000
10.927	1365.81250
10.928	1372.37500
10.929	1344.76087
10.930	1351.90000
10.931	1322.56452
10.932	1308.32609
10.933	1327.08333
10.934	1294.42857
10.935	1296.31579
10.936	1282.91667
10.937	1276.34211
10.938	1266.75000
10.939	1250.82609
10.940	1258.91667
10.941	1245.45000
10.942	1245.02381
10.943	1257.20833
10.944	1228.09259
10.945	1211.46875
10.946	1219.31481
10.947	1216.53125
10.948	1201.87500
10.949	1205.41304
10.950	1228.10000
10.951	1193.46552
10.952	1184.28261
10.953	1188.30000
10.954	1171.33333
10.955	1166.23529
10.956	1178.59375
10.957	1167.78571
10.958	1150.91667
10.959	1152.77778
10.960	1149.40000
10.961	1144.75000
10.962	1144.40476
10.963	1136.16667
10.964	1139.88889
10.965	1116.08333
10.966	1127.30303
10.967	1120.25000
10.968	1135.50000
10.969	1123.04348
10.970	1126.30000
10.971	1115.53448
10.972	1113.48000
10.973	1101.43182
10.974	1121.62500
10.975	1110.07895
10.976	1108.64286
10.977	1100.69565
10.978	1095.88889
10.979	1093.96552
10.980	1082.56250
10.981	1087.62500
10.982	1091.63043
10.983	1086.25000
10.984	1089.45652
10.985	1072.38095
10.986	1086.58929
10.987	1078.79167
10.988	1083.18750
10.989	1074.24000
10.990	1070.87500
10.991	1068.31034
10.992	1065.39655
10.993	1077.55556
10.994	1094.55000
10.995	1059.81579
10.996	1058.10714
10.997	1050.26471
10.998	1062.02083
10.999	1058.36207
11.000	1055.25000
11.001	1063.91176
11.002	1050.73077
11.003	1053.08333
11.004	1048.22581
11.005	1056.89655
11.006	1045.27500
11.007	1036.96429
11.008	1054.63333
11.009	1043.33333
11.010	1059.64286
11.011	1042.86486
11.012	1049.83333
11.013	1026.83333
11.014	1006.50000
11.015	1042.50000
11.016	1048.11111
11.017	1042.74194
11.018	1034.34091
11.019	1030.62500
11.020	1024.00000
11.021	1031.23077
11.022	1039.29032
11.023	1035.91667
11.024	1032.41429
11.025	1023.35714
11.026	1030.00000
11.027	1017.00000
11.028	1035.25000
11.029	1039.05769
11.030	1019.80000
11.031	1033.40385
11.032	1028.40000
11.033	1010.93750
11.034	1029.44444
11.035	1038.36207
11.036	1026.61364
11.037	1031.01613
11.038	1033.90000
11.039	1016.50000
11.040	997.50000
11.041	1032.16667
11.042	1028.88710
11.043	1036.07500
11.044	1022.72727
11.045	1021.75000
11.046	1015.50000
11.047	1019.00000
11.048	1023.27083
11.049	1026.66071
11.050	1019.64815
11.051	1013.83333
11.052	1014.45833
11.053	1020.50000
11.054	1022.00000
11.055	1019.01515
11.056	1021.20455
11.057	1014.45455
11.058	1010.78125
11.059	1007.37500
11.060	1016.33333
11.061	1013.66667
11.062	1011.09091
11.063	1021.00000
11.064	1014.88710
11.065	998.32143
11.066	1003.10000
11.067	1004.00000
11.068	1005.80769
11.069	1003.53333
11.070	1003.33333
11.071	1008.05000
11.072	996.66667
11.073	997.62500
11.074	1002.22222
11.075	996.43939
11.076	1000.19444
11.077	987.34483
11.078	1001.65000
11.079	1002.62500
11.080	1000.16667
11.081	996.64706
11.082	994.25758
11.083	997.07143
11.084	991.72857
11.085	996.46429
11.086	993.00000
11.087	995.25000
11.088	989.42647
11.089	999.93182
11.090	991.20000
11.091	995.01923
11.092	980.12500
11.093	988.16667
11.094	994.84615
11.095	988.43939
11.096	995.18750
11.097	994.24194
11.098	995.05000
11.099	980.33333
11.100	1000.08333
11.101	998.78947
11.102	990.82258
11.103	999.91667
11.104	1002.68182
11.105	1000.29167
11.106	972.33333
11.107	992.05556
11.108	1000.65517
11.109	999.25000
11.110	1004.20000
11.111	1006.80769
11.112	990.31250
11.113	996.25000
11.114	984.93333
11.115	1011.92593
11.116	1012.10000
11.117	1003.19697
11.118	1003.06250
11.119	995.00000
11.120	1002.83333
11.121	1017.52632
11.122	1028.87097
11.123	1032.47222
11.124	1029.84286
11.125	1036.40000
11.126	1053.31250
11.127	1031.22727
11.128	1067.38000
11.129	1075.10417
11.130	1074.48387
11.131	1075.69444
11.132	1085.37500
11.133	1100.12500
11.134	1120.73529
11.135	1133.64130
11.136	1165.67800
11.137	1148.99182
11.138	1165.19286
11.139	1184.00000
11.140	1183.12500
11.141	1195.00000
11.142	1171.59091
11.143	1209.61905
11.144	1199.51786
11.145	1237.12500
11.146	1282.12500
11.147	1209.45455
11.148	1215.55500
11.149	1226.66083
11.150	1226.93448
11.151	1246.06861
11.152	1265.75000
11.153	1270.91667
11.154	1229.33333
11.155	1232.78788
11.156	1256.72222
11.157	1243.12069
11.158	1262.81250
11.159	1265.62500
11.160	1253.00000
11.161	1204.85714
11.162	1231.52955
11.163	1249.41094
11.164	1211.51333
11.165	1202.64208
11.166	1194.00000
11.167	1153.11538
11.168	1162.27778
11.169	1163.95833
11.170	1142.46296
11.171	1151.90000
11.172	1102.87500
11.173	1107.50000
11.174	1091.26471
11.175	1089.59677
11.176	1084.38889
11.177	1079.93548
11.178	1073.81250
11.179	1058.91667
11.180	1066.50000
11.181	1026.35000
11.182	1034.03846
11.183	1023.85294
11.184	1018.21667
11.185	1014.87500
11.186	1015.00000
11.187	1017.36667
11.188	1001.81034
11.189	1000.00000
11.190	1009.43103
11.191	990.85000
11.192	1005.68750
11.193	1003.58333
11.194	1002.31579
11.195	1002.85484
11.196	993.75000
11.197	995.28788
11.198	998.21429
11.199	982.33333
11.200	996.54545
11.201	999.04348
11.202	996.94231
11.203	995.78571
11.204	995.28571
11.205	994.75000
11.206	970.50000
11.207	997.85294
11.208	993.34000
11.209	1004.65909
11.210	994.45161
11.211	1006.68750
11.212	992.87500
11.213	982.16667
11.214	993.33333
11.215	1010.79630
11.216	1005.93182
11.217	1005.56897
11.218	1012.20833
11.219	997.00000
11.220	998.06667
11.221	1017.91176
11.222	1009.50000
11.223	1012.18966
11.224	1014.00000
11.225	1007.37500
11.226	1018.87500
11.227	1007.00000
11.228	1027.36000
11.229	1002.61364
11.230	1013.05172
11.231	1021.50000
11.232	1007.85000
11.233	1023.87500
11.234	1012.47619
11.235	1023.87931
11.236	1007.02500
11.237	1017.43103
11.238	1029.25000
11.239	1001.12500
11.240	1019.77273
11.241	1013.78261
11.242	1012.76786
11.243	1022.10000
11.244	1031.20000
11.245	1024.20000
11.246	1018.25000
11.247	1021.05882
11.248	1021.70690
11.249	1022.12500
11.250	1033.74000
11.251	1023.97222
11.252	1022.20000
11.253	1037.25000
11.254	1023.40476
11.255	1039.03030
11.256	1024.25000
11.257	1036.03448
11.258	1035.71429
11.259	1049.25000
11.260	1036.26923
11.261	1035.44444
11.262	1039.54545
11.263	1030.84783
11.264	1044.93750
11.265	1063.90000
11.266	1046.66667
11.267	1042.29412
11.268	1049.50000
11.269	1048.88889
11.270	1039.87931
11.271	1054.52778
11.272	1053.06250
11.273	1045.87500
11.274	1049.17391
11.275	1054.82258
11.276	1059.68750
11.277	1053.00000
11.278	1046.40000
11.279	1053.37500
11.280	1061.55882
11.281	1059.50000
11.282	1052.22727
11.283	1059.68000
11.284	1069.81250
11.285	1071.25000
11.286	1058.50000
11.287	1071.04762
11.288	1069.36000
11.289	1076.63889
11.290	1074.21212
11.291	1091.60714
11.292	1059.62500
11.293	1084.38462
11.294	1082.09375
11.295	1087.89655
11.296	1093.83333
11.297	1103.41071
11.298	1099.65000
11.299	1102.12500
11.300	1106.13158
11.301	1107.30952
11.302	1117.65909
11.303	1124.18966
11.304	1106.38889
11.305	1123.80000
11.306	1145.83333
11.307	1130.16667
11.308	1147.94444
11.309	1133.22500
11.310	1146.32759
11.311	1148.39286
11.312	1152.31250
11.313	1157.20000
11.314	1159.50000
11.315	1175.15517
11.316	1175.62963
11.317	1179.63636
11.318	1188.55000
11.319	1192.75000
11.320	1207.57895
11.321	1206.83333
11.322	1216.48077
11.323	1230.57407
11.324	1242.55556
11.325	1240.62500
11.326	1257.00000
11.327	1266.85714
11.328	1274.11111
11.329	1277.62500
11.330	1289.55172
11.331	1303.60714
11.332	1309.50000
11.333	1329.70000
11.334	1331.14286
11.335	1338.63636
11.336	1350.41304
11.337	1348.63636
11.338	1384.58333
11.339	1381.06250
11.340	1392.23529
11.341	1401.54000
11.342	1410.25000
11.343	1410.64000
11.344	1429.05000
11.345	1446.37500
11.346	1440.83333
11.347	1452.10870
11.348	1462.48276
11.349	1475.00000
11.350	1463.24138
11.351	1480.59375
11.352	1491.43750
11.353	1509.43333
11.354	1509.28947
11.355	1505.75000
11.356	1487.68421
11.357	1514.96429
11.358	1518.30000
11.359	1521.00000
11.360	1508.61905
11.361	1519.46296
11.362	1523.11111
11.363	1502.33333
11.364	1507.52500
11.365	1526.83333
11.366	1496.00000
11.367	1496.54545
11.368	1501.42593
11.369	1502.46875
11.370	1490.83871
11.371	1484.28571
11.372	1498.33333
11.373	1466.81579
11.374	1468.94737
11.375	1455.83333
11.376	1456.10870
11.377	1445.92308
11.378	1432.37500
11.379	1425.31250
11.380	1421.57143
11.381	1413.41304
11.382	1401.15000
11.383	1402.13793
11.384	1392.02778
11.385	1360.00000
11.386	1359.60000
11.387	1378.68750
11.388	1351.57407
11.389	1349.20000
11.390	1346.75862
11.391	1333.16667
11.392	1321.81250
11.393	1323.07895
11.394	1302.76667
11.395	1308.59615
11.396	1309.61111
11.397	1300.82500
11.398	1285.55000
11.399	1296.62500
11.400	1281.07143
11.401	1268.58000
11.402	1271.20000
11.403	1271.81034
11.404	1262.68750
11.405	1257.18750
11.406	1262.23333
11.407	1251.07143
11.408	1236.27778
11.409	1240.97500
11.410	1236.64815
11.411	1232.78571
11.412	1236.62500
11.413	1225.71053
11.414	1213.07895
11.415	1223.17308
11.416	1210.42000
11.417	1200.42500
11.418	1217.10000
11.419	1208.83333
11.420	1194.76190
11.421	1201.98276
11.422	1201.25000
11.423	1192.64000
11.424	1183.63889
11.425	1184.50000
11.426	1179.16667
11.427	1197.10714
11.428	1194.37097
11.429	1180.06250
11.430	1177.50000
11.431	1188.50000
11.432	1176.50000
11.433	1177.23684
11.434	1179.08696
11.435	1184.61364
11.436	1163.86957
11.437	1187.15909
11.438	1158.80000
11.439	1177.16667
11.440	1171.41304
11.441	1159.22222
11.442	1175.75000
11.443	1162.90741
11.444	1178.91667
11.445	1156.93750
11.446	1163.58824
11.447	1159.64286
11.448	1164.84483
11.449	1169.25000
11.450	1154.58065
11.451	1181.37500
11.452	1136.83333
11.453	1160.50000
11.454	1166.32609
11.455	1181.30000
11.456	1163.54000
11.457	1158.43182
11.458	1171.25000
11.459	1167.36364
11.460	1164.00000
11.461	1178.00000
11.462	1189.16667
11.463	1162.24138
11.464	1176.03125
11.465	1151.33333
11.466	1174.92857
11.467	1178.70000
11.468	1187.25862
11.469	1182.59375
11.470	1182.72581
11.471	1198.50000
11.472	1189.16667
11.473	1190.34783
11.474	1185.34211
11.475	1198.70833
11.476	1194.85185
11.477	1208.61111
11.478	1218.75000
11.479	1204.50000
11.480	1199.50000
11.481	1203.16000
11.482	1200.92500
11.483	1205.81034
11.484	1210.87500
11.485	1226.37500
11.486	1212.30952
11.487	1207.00000
11.488	1208.64516
11.489	1204.06000
11.490	1208.02500
11.491	1220.20833
11.492	1215.62500
11.493	1209.60870
11.494	1212.65789
11.495	1198.02083
11.496	1201.44444
11.497	1199.59375
11.498	1193.85000
11.499	1205.85294
11.500	1212.66667
11.501	1188.68000
11.502	1176.90000
11.503	1189.31481
11.504	1170.50000
11.505	1172.50000
11.506	1160.94737
11.507	1150.00000
11.508	1152.85484
11.509	1150.32000
11.510	1164.91667
11.511	1144.62500
11.512	1144.37500
11.513	1114.27667
11.514	1122.85940
11.515	1115.46625
11.516	1121.94340
11.517	1130.22222
11.518	1108.50000
11.519	1085.20000
11.520	1078.46429
11.521	1088.75862
11.522	1078.62500
11.523	1084.96552
11.524	1086.89286
11.525	1076.06250
11.526	1071.04711
11.527	1070.61026
11.528	1067.34292
11.529	1058.86609
11.530	1048.37500
11.531	1033.60000
11.532	1058.50000
11.533	1032.36957
11.534	1035.60000
11.535	1026.44444
11.536	1032.50000
11.537	1017.97222
11.538	1012.81250
11.539	1027.44941
11.540	1026.31000
11.541	1021.80704
11.542	1014.43969
11.543	1000.33333
11.544	1005.45833
11.545	1000.50000
11.546	999.84783
11.547	1015.61765
11.548	996.04545
11.549	998.58000
11.550	980.64583
11.551	991.62500
11.552	989.04545
11.553	991.05000
11.554	1000.66667
11.555	986.70455
11.556	984.61111
11.557	971.15625
11.558	973.00000
11.559	977.11905
11.560	981.12500
11.561	976.00000
11.562	981.33333
11.563	959.41935
11.564	960.50000
11.565	954.50000
11.566	965.15217
11.567	964.76923
11.568	962.92857
11.569	965.75000
11.570	952.42568
11.571	949.91313
11.572	947.89088
11.573	951.42857
11.574	957.57143
11.575	948.02273
11.576	941.03448
11.577	942.39286
11.578	926.12500
11.579	925.64286
11.580	949.90000
11.581	943.53448
11.582	948.80905
11.583	935.52167
11.584	939.65750
11.585	932.02375
11.586	937.39130
11.587	930.57692
11.588	943.80357
11.589	927.52000
11.590	915.12500
11.591	912.06250
11.592	930.84211
11.593	939.00000
11.594	933.54000
11.595	931.37500
11.596	919.39140
11.597	920.85781
11.598	916.24050
11.599	922.37526
11.600	922.62500
11.601	920.15517
11.602	919.30952
11.603	905.10417
11.604	909.04167
11.605	912.75000
11.606	904.28571
11.607	919.56522
11.608	914.30000
11.609	901.50000
11.610	917.86364
11.611	905.20000
11.612	908.96667
11.613	904.78571
11.614	917.20370
11.615	913.50000
11.616	902.13793
11.617	914.50000
11.618	898.31250
11.619	913.76316
11.620	897.42857
11.621	909.44444
11.622	903.71053
11.623	904.03571
11.624	892.80000
11.625	895.25000
11.626	900.82609
11.627	895.16667
11.628	900.57500
11.629	896.50000
11.630	895.47727
11.631	889.83333
11.632	890.92105
11.633	891.14286
11.634	897.04000
11.635	896.50000
11.636	893.62069
11.637	889.07143
11.638	896.62500
11.639	885.97826
11.640	893.60000
11.641	891.35185
11.642	904.23810
11.643	886.61538
11.644	897.75000
11.645	890.27273
11.646	876.81818
11.647	894.91176
11.648	885.93750
11.649	890.03704
11.650	887.86111
11.651	895.37500
11.652	877.90476
11.653	876.16667
11.654	893.69565
11.655	874.94444
11.656	880.31034
11.657	882.57143
11.658	887.81250
11.659	871.06522
11.660	881.00000
11.661	881.05172
11.662	874.36000
11.663	877.57500
11.664	872.70000
11.665	884.50000
11.666	873.53571
11.667	872.52632
11.668	871.12500
11.669	875.76000
11.670	875.52778
11.671	873.25000
11.672	883.30952
11.673	883.40000
11.674	862.87037
11.675	871.93750
11.676	873.48276
11.677	870.64286
11.678	877.50000
11.679	874.63043
11.680	862.10000
11.681	871.11290
11.682	867.12000
11.683	878.25000
11.684	872.04167
11.685	857.08824
11.686	873.64286
11.687	864.30952
11.688	878.59091
11.689	866.92000
11.690	875.08333
11.691	848.75000
11.692	867.23810
11.693	871.29167
11.694	869.68519
11.695	874.12500
11.696	867.22222
11.697	862.09375
11.698	861.25000
11.699	873.95238
11.700	873.70000
11.701	872.55769
11.702	866.23913
11.703	864.12500
11.704	873.95833
11.705	868.20588
11.706	868.35714
11.707	862.46000
11.708	877.75000
11.709	867.00000
11.710	862.45000
11.711	870.00000
11.712	870.73684
11.713	856.00000
11.714	869.35185
11.715	875.79167
11.716	858.51515
11.717	849.54167
11.718	874.83333
11.719	866.28000
11.720	852.20000
11.721	876.18750
11.722	866.20000
11.723	848.54545
11.724	854.00000
11.725	869.55263
11.726	851.00000
11.727	860.69565
11.728	854.41667
11.729	866.06897
11.730	845.03125
11.731	865.33333
11.732	856.66000
11.733	856.75000
11.734	856.92000
11.735	846.50000
11.736	853.61765
11.737	854.60000
11.738	849.18182
11.739	861.90909
11.740	863.75000
11.741	853.53226
11.742	846.82000
11.743	848.67500
11.744	844.50000
11.745	858.83333
11.746	851.75000
11.747	851.07895
11.748	856.67500
11.749	847.29032
11.750	855.35714
11.751	860.25000
11.752	850.76087
11.753	847.40000
11.754	849.79630
11.755	855.08696
11.756	848.63636
11.757	854.75000
11.758	861.58824
11.759	854.40625
11.760	842.19231
11.761	851.98214
11.762	849.50000
11.763	846.69444
11.764	848.45000
11.765	854.54762
11.766	851.80000
11.767	853.10000
11.768	843.75000
11.769	849.18519
11.770	845.53125
11.771	834.75000
11.772	853.93478
11.773	850.50000
11.774	850.89655
11.775	847.97826
11.776	857.45455
11.777	839.91667
11.778	858.61765
11.779	838.78571
11.780	856.13158
11.781	851.61364
11.782	846.65217
11.783	850.04545
11.784	845.75000
11.785	855.14286
11.786	850.66667
11.787	846.90000
11.788	855.53571
11.789	838.48387
11.790	851.81250
11.791	854.25000
11.792	850.73913
11.793	853.75000
11.794	846.48148
11.795	839.73810
11.796	845.40385
11.797	856.15000
11.798	847.67647
11.799	850.21429
11.800	846.38095
11.801	838.00000
11.802	845.98000
11.803	847.65000
11.804	860.37500
11.805	848.83333
11.806	835.33333
11.807	834.78000
11.808	844.14286
11.809	845.34848
11.810	849.03571
11.811	858.50000
11.812	841.90000
11.813	838.65000
11.814	834.07407
11.815	845.84783
11.816	845.33333
11.817	835.75000
11.818	856.31579
11.819	830.21429
11.820	838.31579
11.821	840.82500
11.822	841.32759
11.823	833.44444
11.824	828.50000
11.825	846.10870
11.826	829.58333
11.827	843.17391
11.828	831.81250
11.829	832.98387
11.830	824.75000
11.831	840.58333
11.832	838.94444
11.833	818.75000
11.834	840.70690
11.835	822.72222
11.836	831.55556
11.837	824.55000
11.838	839.59524
11.839	830.66667
11.840	840.64706
11.841	832.52083
11.842	818.87037
11.843	838.03125
11.844	824.68750
11.845	832.96000
11.846	848.50000
11.847	838.54000
11.848	832.14286
11.849	825.77083
11.850	836.71429
11.851	830.47059
11.852	831.46875
11.853	833.56250
11.854	840.56452
11.855	830.72000
11.856	839.16667
11.857	837.87500
11.858	828.09524
11.859	834.20000
11.860	833.02381
11.861	831.65000
11.862	836.29630
11.863	841.13889
11.864	826.25000
11.865	833.39130
11.866	841.80000
11.867	824.51852
11.868	833.23810
11.869	829.61364
11.870	839.65625
11.871	832.02941
11.872	842.92857
11.873	825.50000
11.874	825.74138
11.875	827.52000
11.876	832.33333
11.877	829.25000
11.878	828.71053
11.879	840.75000
11.880	832.95238
11.881	819.84375
11.882	824.29032
11.883	831.37500
11.884	812.81250
11.885	828.26087
11.886	837.83333
11.887	824.50000
11.888	825.92105
11.889	828.44643
11.890	817.87500
11.891	818.90000
11.892	839.40625
11.893	832.93333
11.894	822.93750
11.895	827.10000
11.896	821.25000
11.897	820.62500
11.898	836.69048
11.899	837.75000
11.900	833.08696
11.901	821.40625
11.902	824.62903
11.903	817.18750
11.904	847.16667
11.905	838.26000
11.906	827.35000
11.907	831.42000
11.908	833.47619
11.909	826.50000
11.910	828.50000
11.911	832.29412
11.912	839.81250
11.913	812.50000
11.914	827.48276
11.915	839.10345
11.916	827.88889
11.917	823.62500
11.918	838.10870
11.919	827.75000
11.920	822.21053
11.921	826.77778
11.922	833.72727
11.923	826.04167
11.924	822.87500
11.925	828.06000
11.926	835.10000
11.927	831.31481
11.928	815.94000
11.929	830.17500
11.930	815.45833
11.931	822.90476
11.932	820.41667
11.933	834.00000
